CODGEO;LIBGEO;DCLT;L_DCLT;NBFLUX_C14_ACTOCC15P
92009;Bois-Colombes;92051;Neuilly-sur-Seine;254
92009;Bois-Colombes;92062;Puteaux;438
92009;Bois-Colombes;92063;Rueil-Malmaison;133
92009;Bois-Colombes;92073;Suresnes;156
92009;Bois-Colombes;93066;Saint-Denis;211
92009;Bois-Colombes;93070;Saint-Ouen;139
92009;Bois-Colombes;95018;Argenteuil;113
92012;Boulogne-Billancourt;75101;Paris 1er Arrondissement;771
92012;Boulogne-Billancourt;75102;Paris 2e  Arrondissement;818
92012;Boulogne-Billancourt;75103;Paris 3e  Arrondissement;229
92012;Boulogne-Billancourt;75104;Paris 4e  Arrondissement;304
92012;Boulogne-Billancourt;75105;Paris 5e  Arrondissement;469
92012;Boulogne-Billancourt;75106;Paris 6e  Arrondissement;555
92012;Boulogne-Billancourt;75107;Paris 7e  Arrondissement;1025
92012;Boulogne-Billancourt;75108;Paris 8e  Arrondissement;3099
92012;Boulogne-Billancourt;75109;Paris 9e  Arrondissement;1277
92012;Boulogne-Billancourt;75110;Paris 10e  Arrondissement;528
92012;Boulogne-Billancourt;75111;Paris 11e  Arrondissement;482
92012;Boulogne-Billancourt;75112;Paris 12e  Arrondissement;640
92012;Boulogne-Billancourt;75113;Paris 13e  Arrondissement;729
92012;Boulogne-Billancourt;75114;Paris 14e  Arrondissement;747
92012;Boulogne-Billancourt;75115;Paris 15e  Arrondissement;2467
92012;Boulogne-Billancourt;75116;Paris 16e  Arrondissement;3263
92012;Boulogne-Billancourt;75117;Paris 17e  Arrondissement;1127
92012;Boulogne-Billancourt;75118;Paris 18e  Arrondissement;379
92012;Boulogne-Billancourt;75119;Paris 19e  Arrondissement;344
92012;Boulogne-Billancourt;75120;Paris 20e  Arrondissement;188
92012;Boulogne-Billancourt;78208;Élancourt;152
92012;Boulogne-Billancourt;78297;Guyancourt;617
92012;Boulogne-Billancourt;78423;Montigny-le-Bretonneux;177
92012;Boulogne-Billancourt;78621;Trappes;104
92012;Boulogne-Billancourt;78640;Vélizy-Villacoublay;870
92012;Boulogne-Billancourt;78646;Versailles;239
92012;Boulogne-Billancourt;91377;Massy;165
92012;Boulogne-Billancourt;91692;Les Ulis;101
92012;Boulogne-Billancourt;92002;Antony;130
92012;Boulogne-Billancourt;92004;Asnières-sur-Seine;163
92012;Boulogne-Billancourt;92007;Bagneux;120
92012;Boulogne-Billancourt;92020;Châtillon;187
92012;Boulogne-Billancourt;92023;Clamart;241
92012;Boulogne-Billancourt;92024;Clichy;319
92012;Boulogne-Billancourt;92025;Colombes;208
92012;Boulogne-Billancourt;92026;Courbevoie;1430
92012;Boulogne-Billancourt;92033;Garches;119
92012;Boulogne-Billancourt;92036;Gennevilliers;210
92012;Boulogne-Billancourt;92040;Issy-les-Moulineaux;1810
92012;Boulogne-Billancourt;92044;Levallois-Perret;791
92012;Boulogne-Billancourt;92046;Malakoff;213
92012;Boulogne-Billancourt;92048;Meudon;489
92012;Boulogne-Billancourt;92049;Montrouge;298
92012;Boulogne-Billancourt;92050;Nanterre;767
92012;Boulogne-Billancourt;92051;Neuilly-sur-Seine;928
92012;Boulogne-Billancourt;92060;Le Plessis-Robinson;217
92012;Boulogne-Billancourt;92062;Puteaux;1124
92012;Boulogne-Billancourt;92063;Rueil-Malmaison;446
92012;Boulogne-Billancourt;92064;Saint-Cloud;561
92012;Boulogne-Billancourt;92072;Sèvres;436
92012;Boulogne-Billancourt;92073;Suresnes;594
92012;Boulogne-Billancourt;93048;Montreuil;220
92012;Boulogne-Billancourt;93066;Saint-Denis;440
92012;Boulogne-Billancourt;93070;Saint-Ouen;354
92012;Boulogne-Billancourt;94003;Arcueil;115
92012;Boulogne-Billancourt;94041;Ivry-sur-Seine;127
92012;Boulogne-Billancourt;94065;Rungis;117
92012;Boulogne-Billancourt;95527;Roissy-en-France;175
92014;Bourg-la-Reine;75102;Paris 2e  Arrondissement;113
92014;Bourg-la-Reine;75105;Paris 5e  Arrondissement;167
92014;Bourg-la-Reine;75106;Paris 6e  Arrondissement;123
92014;Bourg-la-Reine;75108;Paris 8e  Arrondissement;227
92014;Bourg-la-Reine;75109;Paris 9e  Arrondissement;187
92014;Bourg-la-Reine;75110;Paris 10e  Arrondissement;110
92014;Bourg-la-Reine;75112;Paris 12e  Arrondissement;159
92014;Bourg-la-Reine;75113;Paris 13e  Arrondissement;221
92014;Bourg-la-Reine;75114;Paris 14e  Arrondissement;247
92014;Bourg-la-Reine;75115;Paris 15e  Arrondissement;294
92014;Bourg-la-Reine;75116;Paris 16e  Arrondissement;152
92014;Bourg-la-Reine;91377;Massy;108
92014;Bourg-la-Reine;92002;Antony;289
92014;Bourg-la-Reine;92007;Bagneux;126
92014;Bourg-la-Reine;92012;Boulogne-Billancourt;156
92014;Bourg-la-Reine;92019;Châtenay-Malabry;110
92014;Bourg-la-Reine;92023;Clamart;110
92014;Bourg-la-Reine;92026;Courbevoie;128
92014;Bourg-la-Reine;92032;Fontenay-aux-Roses;141
92014;Bourg-la-Reine;92040;Issy-les-Moulineaux;114
92014;Bourg-la-Reine;92049;Montrouge;140
92014;Bourg-la-Reine;92050;Nanterre;121
92014;Bourg-la-Reine;92062;Puteaux;120
92014;Bourg-la-Reine;92071;Sceaux;179
92014;Bourg-la-Reine;94003;Arcueil;110
92014;Bourg-la-Reine;94016;Cachan;106
92019;Châtenay-Malabry;75101;Paris 1er Arrondissement;128
92019;Châtenay-Malabry;75105;Paris 5e  Arrondissement;129
92019;Châtenay-Malabry;75106;Paris 6e  Arrondissement;103
92019;Châtenay-Malabry;75107;Paris 7e  Arrondissement;142
92019;Châtenay-Malabry;75108;Paris 8e  Arrondissement;262
92019;Châtenay-Malabry;75109;Paris 9e  Arrondissement;190
92019;Châtenay-Malabry;75110;Paris 10e  Arrondissement;103
92019;Châtenay-Malabry;75112;Paris 12e  Arrondissement;174
92019;Châtenay-Malabry;75113;Paris 13e  Arrondissement;223
92019;Châtenay-Malabry;75114;Paris 14e  Arrondissement;325
92019;Châtenay-Malabry;75115;Paris 15e  Arrondissement;309
92019;Châtenay-Malabry;75116;Paris 16e  Arrondissement;127
92019;Châtenay-Malabry;75117;Paris 17e  Arrondissement;110
92019;Châtenay-Malabry;78297;Guyancourt;116
92019;Châtenay-Malabry;78640;Vélizy-Villacoublay;580
92019;Châtenay-Malabry;91377;Massy;171
92019;Châtenay-Malabry;92002;Antony;433
92019;Châtenay-Malabry;92007;Bagneux;203
92019;Châtenay-Malabry;92012;Boulogne-Billancourt;299
92019;Châtenay-Malabry;92014;Bourg-la-Reine;198
92019;Châtenay-Malabry;92020;Châtillon;212
92019;Châtenay-Malabry;92023;Clamart;476
92019;Châtenay-Malabry;92026;Courbevoie;140
92019;Châtenay-Malabry;92032;Fontenay-aux-Roses;274
92019;Châtenay-Malabry;92040;Issy-les-Moulineaux;268
92019;Châtenay-Malabry;92048;Meudon;205
92019;Châtenay-Malabry;92049;Montrouge;212
92019;Châtenay-Malabry;92050;Nanterre;138
92019;Châtenay-Malabry;92060;Le Plessis-Robinson;554
92019;Châtenay-Malabry;92062;Puteaux;136
92019;Châtenay-Malabry;92071;Sceaux;348
92019;Châtenay-Malabry;93066;Saint-Denis;102
92019;Châtenay-Malabry;94003;Arcueil;105
92019;Châtenay-Malabry;94054;Orly;116
92019;Châtenay-Malabry;94065;Rungis;177
92020;Châtillon;75101;Paris 1er Arrondissement;122
92020;Châtillon;75102;Paris 2e  Arrondissement;229
92020;Châtillon;75104;Paris 4e  Arrondissement;119
92020;Châtillon;75105;Paris 5e  Arrondissement;124
92020;Châtillon;75106;Paris 6e  Arrondissement;144
92020;Châtillon;75107;Paris 7e  Arrondissement;318
92020;Châtillon;75108;Paris 8e  Arrondissement;606
92020;Châtillon;75109;Paris 9e  Arrondissement;437
92020;Châtillon;75110;Paris 10e  Arrondissement;135
92020;Châtillon;75111;Paris 11e  Arrondissement;136
92020;Châtillon;75112;Paris 12e  Arrondissement;248
92020;Châtillon;75113;Paris 13e  Arrondissement;382
92020;Châtillon;75114;Paris 14e  Arrondissement;772
92020;Châtillon;75115;Paris 15e  Arrondissement;1095
92020;Châtillon;75116;Paris 16e  Arrondissement;379
92020;Châtillon;75117;Paris 17e  Arrondissement;292
92020;Châtillon;75119;Paris 19e  Arrondissement;102
92020;Châtillon;78297;Guyancourt;136
92020;Châtillon;78640;Vélizy-Villacoublay;424
92020;Châtillon;91377;Massy;117
92020;Châtillon;92002;Antony;175
92020;Châtillon;92007;Bagneux;275
92020;Châtillon;92012;Boulogne-Billancourt;552
92020;Châtillon;92023;Clamart;600
92020;Châtillon;92026;Courbevoie;282
92020;Châtillon;92032;Fontenay-aux-Roses;332
92020;Châtillon;92040;Issy-les-Moulineaux;692
92020;Châtillon;92044;Levallois-Perret;160
92020;Châtillon;92046;Malakoff;440
92020;Châtillon;92048;Meudon;248
92020;Châtillon;92049;Montrouge;582
92020;Châtillon;92050;Nanterre;240
92020;Châtillon;92060;Le Plessis-Robinson;302
92020;Châtillon;92062;Puteaux;217
92020;Châtillon;92075;Vanves;216
92020;Châtillon;93066;Saint-Denis;135
92020;Châtillon;94003;Arcueil;241
92020;Châtillon;94065;Rungis;117
92022;Chaville;75107;Paris 7e  Arrondissement;126
92022;Chaville;75108;Paris 8e  Arrondissement;296
92022;Chaville;75109;Paris 9e  Arrondissement;161
92022;Chaville;75112;Paris 12e  Arrondissement;120
92022;Chaville;75115;Paris 15e  Arrondissement;297
92022;Chaville;75116;Paris 16e  Arrondissement;227
92022;Chaville;75117;Paris 17e  Arrondissement;112
92022;Chaville;78297;Guyancourt;155
92022;Chaville;78640;Vélizy-Villacoublay;364
92022;Chaville;78646;Versailles;391
92022;Chaville;78686;Viroflay;106
92022;Chaville;92012;Boulogne-Billancourt;650
92022;Chaville;92026;Courbevoie;249
92022;Chaville;92040;Issy-les-Moulineaux;304
92022;Chaville;92048;Meudon;261
92022;Chaville;92050;Nanterre;239
92022;Chaville;92062;Puteaux;212
92022;Chaville;92064;Saint-Cloud;139
92022;Chaville;92072;Sèvres;398
92023;Clamart;75101;Paris 1er Arrondissement;224
92023;Clamart;75102;Paris 2e  Arrondissement;191
92023;Clamart;75105;Paris 5e  Arrondissement;145
92023;Clamart;75106;Paris 6e  Arrondissement;176
92023;Clamart;75107;Paris 7e  Arrondissement;333
92023;Clamart;75108;Paris 8e  Arrondissement;525
92023;Clamart;75109;Paris 9e  Arrondissement;334
92023;Clamart;75110;Paris 10e  Arrondissement;142
92023;Clamart;75111;Paris 11e  Arrondissement;129
92023;Clamart;75112;Paris 12e  Arrondissement;315
92023;Clamart;75113;Paris 13e  Arrondissement;337
92023;Clamart;75114;Paris 14e  Arrondissement;463
92023;Clamart;75115;Paris 15e  Arrondissement;1158
92023;Clamart;75116;Paris 16e  Arrondissement;421
92023;Clamart;75117;Paris 17e  Arrondissement;275
92023;Clamart;75118;Paris 18e  Arrondissement;144
92023;Clamart;75119;Paris 19e  Arrondissement;107
92023;Clamart;75120;Paris 20e  Arrondissement;104
92023;Clamart;78297;Guyancourt;202
92023;Clamart;78423;Montigny-le-Bretonneux;102
92023;Clamart;78640;Vélizy-Villacoublay;782
92023;Clamart;78646;Versailles;177
92023;Clamart;91377;Massy;124
92023;Clamart;92002;Antony;134
92023;Clamart;92007;Bagneux;167
92023;Clamart;92012;Boulogne-Billancourt;971
92023;Clamart;92019;Châtenay-Malabry;126
92023;Clamart;92020;Châtillon;404
92023;Clamart;92026;Courbevoie;258
92023;Clamart;92032;Fontenay-aux-Roses;247
92023;Clamart;92036;Gennevilliers;112
92023;Clamart;92040;Issy-les-Moulineaux;1156
92023;Clamart;92044;Levallois-Perret;191
92023;Clamart;92046;Malakoff;282
92023;Clamart;92048;Meudon;817
92023;Clamart;92049;Montrouge;301
92023;Clamart;92050;Nanterre;314
92023;Clamart;92051;Neuilly-sur-Seine;102
92023;Clamart;92060;Le Plessis-Robinson;490
92023;Clamart;92062;Puteaux;223
92023;Clamart;92063;Rueil-Malmaison;103
92023;Clamart;92064;Saint-Cloud;117
92023;Clamart;92072;Sèvres;204
92023;Clamart;92073;Suresnes;145
92023;Clamart;92075;Vanves;251
92023;Clamart;93066;Saint-Denis;121
92023;Clamart;94003;Arcueil;160
92023;Clamart;94041;Ivry-sur-Seine;108
92023;Clamart;94065;Rungis;149
92024;Clichy;75101;Paris 1er Arrondissement;251
92024;Clichy;75102;Paris 2e  Arrondissement;379
92024;Clichy;75103;Paris 3e  Arrondissement;207
92024;Clichy;75104;Paris 4e  Arrondissement;231
92024;Clichy;75105;Paris 5e  Arrondissement;225
92024;Clichy;75106;Paris 6e  Arrondissement;253
92024;Clichy;75107;Paris 7e  Arrondissement;366
92024;Clichy;75108;Paris 8e  Arrondissement;1308
92024;Clichy;75109;Paris 9e  Arrondissement;912
92024;Clichy;75110;Paris 10e  Arrondissement;665
92024;Clichy;75111;Paris 11e  Arrondissement;311
92024;Clichy;75112;Paris 12e  Arrondissement;409
92024;Clichy;75113;Paris 13e  Arrondissement;428
92024;Clichy;75114;Paris 14e  Arrondissement;342
92024;Clichy;75115;Paris 15e  Arrondissement;678
92024;Clichy;75116;Paris 16e  Arrondissement;697
92024;Clichy;75117;Paris 17e  Arrondissement;1126
92024;Clichy;75118;Paris 18e  Arrondissement;626
92024;Clichy;75119;Paris 19e  Arrondissement;328
92024;Clichy;75120;Paris 20e  Arrondissement;219
92024;Clichy;92004;Asnières-sur-Seine;402
92024;Clichy;92009;Bois-Colombes;111
92024;Clichy;92012;Boulogne-Billancourt;449
92024;Clichy;92025;Colombes;333
92024;Clichy;92026;Courbevoie;698
92024;Clichy;92035;La Garenne-Colombes;103
92024;Clichy;92036;Gennevilliers;534
92024;Clichy;92040;Issy-les-Moulineaux;194
92024;Clichy;92044;Levallois-Perret;1099
92024;Clichy;92049;Montrouge;106
92024;Clichy;92050;Nanterre;531
92024;Clichy;92051;Neuilly-sur-Seine;405
92024;Clichy;92062;Puteaux;449
92024;Clichy;92063;Rueil-Malmaison;221
92024;Clichy;92073;Suresnes;162
92024;Clichy;92078;Villeneuve-la-Garenne;138
92024;Clichy;93001;Aubervilliers;127
92024;Clichy;93048;Montreuil;164
92024;Clichy;93066;Saint-Denis;561
92024;Clichy;93070;Saint-Ouen;644
92024;Clichy;95018;Argenteuil;164
92024;Clichy;95527;Roissy-en-France;276
92025;Colombes;75101;Paris 1er Arrondissement;298
92025;Colombes;75102;Paris 2e  Arrondissement;331
92025;Colombes;75103;Paris 3e  Arrondissement;165
92025;Colombes;75104;Paris 4e  Arrondissement;199
92025;Colombes;75105;Paris 5e  Arrondissement;166
92025;Colombes;75106;Paris 6e  Arrondissement;174
92025;Colombes;75107;Paris 7e  Arrondissement;286
92025;Colombes;75108;Paris 8e  Arrondissement;1444
92025;Colombes;75109;Paris 9e  Arrondissement;887
92025;Colombes;75110;Paris 10e  Arrondissement;321
92025;Colombes;75111;Paris 11e  Arrondissement;323
92025;Colombes;75112;Paris 12e  Arrondissement;504
92025;Colombes;75113;Paris 13e  Arrondissement;348
92025;Colombes;75114;Paris 14e  Arrondissement;265
92025;Colombes;75115;Paris 15e  Arrondissement;691
92025;Colombes;75116;Paris 16e  Arrondissement;583
92025;Colombes;75117;Paris 17e  Arrondissement;870
92025;Colombes;75118;Paris 18e  Arrondissement;341
92025;Colombes;75119;Paris 19e  Arrondissement;385
92025;Colombes;75120;Paris 20e  Arrondissement;147
92025;Colombes;78586;Sartrouville;113
92025;Colombes;78640;Vélizy-Villacoublay;173
92025;Colombes;78646;Versailles;101
92025;Colombes;92004;Asnières-sur-Seine;807
92025;Colombes;92009;Bois-Colombes;483
92025;Colombes;92012;Boulogne-Billancourt;584
92025;Colombes;92024;Clichy;575
92025;Colombes;92026;Courbevoie;1725
92025;Colombes;92035;La Garenne-Colombes;638
92025;Colombes;92036;Gennevilliers;836
92025;Colombes;92040;Issy-les-Moulineaux;325
92025;Colombes;92044;Levallois-Perret;1132
92025;Colombes;92048;Meudon;106
92025;Colombes;92050;Nanterre;1791
92025;Colombes;92051;Neuilly-sur-Seine;775
92025;Colombes;92062;Puteaux;1158
92025;Colombes;92063;Rueil-Malmaison;512
92025;Colombes;92064;Saint-Cloud;168
92025;Colombes;92073;Suresnes;470
92025;Colombes;92078;Villeneuve-la-Garenne;187
92025;Colombes;93001;Aubervilliers;159
92025;Colombes;93048;Montreuil;114
92025;Colombes;93066;Saint-Denis;531
92025;Colombes;93070;Saint-Ouen;345
92025;Colombes;95018;Argenteuil;525
92025;Colombes;95063;Bezons;285
92025;Colombes;95127;Cergy;102
92025;Colombes;95527;Roissy-en-France;168
92026;Courbevoie;75101;Paris 1er Arrondissement;518
92026;Courbevoie;75102;Paris 2e  Arrondissement;552
92026;Courbevoie;75103;Paris 3e  Arrondissement;137
92026;Courbevoie;75104;Paris 4e  Arrondissement;178
92026;Courbevoie;75105;Paris 5e  Arrondissement;218
92026;Courbevoie;75106;Paris 6e  Arrondissement;239
92026;Courbevoie;75107;Paris 7e  Arrondissement;494
92026;Courbevoie;75108;Paris 8e  Arrondissement;2218
92026;Courbevoie;75109;Paris 9e  Arrondissement;1073
92026;Courbevoie;75110;Paris 10e  Arrondissement;390
92026;Courbevoie;75111;Paris 11e  Arrondissement;270
92026;Courbevoie;75112;Paris 12e  Arrondissement;530
92026;Courbevoie;75113;Paris 13e  Arrondissement;570
92026;Courbevoie;75114;Paris 14e  Arrondissement;291
92026;Courbevoie;75115;Paris 15e  Arrondissement;791
92026;Courbevoie;75116;Paris 16e  Arrondissement;1226
92026;Courbevoie;75117;Paris 17e  Arrondissement;1160
92026;Courbevoie;75118;Paris 18e  Arrondissement;360
92026;Courbevoie;75119;Paris 19e  Arrondissement;300
92026;Courbevoie;75120;Paris 20e  Arrondissement;208
92026;Courbevoie;78297;Guyancourt;137
92026;Courbevoie;78498;Poissy;107
92026;Courbevoie;78640;Vélizy-Villacoublay;239
92026;Courbevoie;78646;Versailles;130
92026;Courbevoie;92004;Asnières-sur-Seine;508
92026;Courbevoie;92009;Bois-Colombes;389
92026;Courbevoie;92012;Boulogne-Billancourt;970
92026;Courbevoie;92024;Clichy;466
92026;Courbevoie;92025;Colombes;708
92026;Courbevoie;92035;La Garenne-Colombes;516
92026;Courbevoie;92036;Gennevilliers;449
92026;Courbevoie;92040;Issy-les-Moulineaux;486
92026;Courbevoie;92044;Levallois-Perret;1398
92026;Courbevoie;92048;Meudon;119
92026;Courbevoie;92049;Montrouge;151
92026;Courbevoie;92050;Nanterre;1845
92026;Courbevoie;92051;Neuilly-sur-Seine;1179
92026;Courbevoie;92062;Puteaux;2025
92026;Courbevoie;92063;Rueil-Malmaison;564
92026;Courbevoie;92064;Saint-Cloud;249
92026;Courbevoie;92073;Suresnes;567
92026;Courbevoie;93001;Aubervilliers;129
92026;Courbevoie;93048;Montreuil;183
92026;Courbevoie;93055;Pantin;159
92026;Courbevoie;93066;Saint-Denis;569
92026;Courbevoie;93070;Saint-Ouen;404
92026;Courbevoie;95018;Argenteuil;150
92026;Courbevoie;95063;Bezons;167
92026;Courbevoie;95127;Cergy;179
92026;Courbevoie;95527;Roissy-en-France;239
92032;Fontenay-aux-Roses;75101;Paris 1er Arrondissement;118
92032;Fontenay-aux-Roses;75105;Paris 5e  Arrondissement;129
92032;Fontenay-aux-Roses;75106;Paris 6e  Arrondissement;119
92032;Fontenay-aux-Roses;75107;Paris 7e  Arrondissement;139
92032;Fontenay-aux-Roses;75108;Paris 8e  Arrondissement;210
92032;Fontenay-aux-Roses;75109;Paris 9e  Arrondissement;117
92032;Fontenay-aux-Roses;75112;Paris 12e  Arrondissement;185
92032;Fontenay-aux-Roses;75113;Paris 13e  Arrondissement;261
92032;Fontenay-aux-Roses;75114;Paris 14e  Arrondissement;380
92032;Fontenay-aux-Roses;75115;Paris 15e  Arrondissement;344
92032;Fontenay-aux-Roses;75116;Paris 16e  Arrondissement;130
92032;Fontenay-aux-Roses;75117;Paris 17e  Arrondissement;103
92032;Fontenay-aux-Roses;78640;Vélizy-Villacoublay;191
92032;Fontenay-aux-Roses;91377;Massy;105
92032;Fontenay-aux-Roses;92002;Antony;266
92032;Fontenay-aux-Roses;92007;Bagneux;262
92032;Fontenay-aux-Roses;92012;Boulogne-Billancourt;159
92032;Fontenay-aux-Roses;92019;Châtenay-Malabry;149
92032;Fontenay-aux-Roses;92020;Châtillon;267
92032;Fontenay-aux-Roses;92023;Clamart;291
92032;Fontenay-aux-Roses;92026;Courbevoie;122
92032;Fontenay-aux-Roses;92040;Issy-les-Moulineaux;224
92032;Fontenay-aux-Roses;92046;Malakoff;129
92032;Fontenay-aux-Roses;92048;Meudon;105
92032;Fontenay-aux-Roses;92049;Montrouge;219
92032;Fontenay-aux-Roses;92050;Nanterre;124
92032;Fontenay-aux-Roses;92060;Le Plessis-Robinson;297
92032;Fontenay-aux-Roses;92062;Puteaux;108
92032;Fontenay-aux-Roses;92071;Sceaux;244
92032;Fontenay-aux-Roses;94003;Arcueil;124
92033;Garches;75108;Paris 8e  Arrondissement;331
92033;Garches;75109;Paris 9e  Arrondissement;106
92033;Garches;75115;Paris 15e  Arrondissement;153
92033;Garches;75116;Paris 16e  Arrondissement;217
92033;Garches;75117;Paris 17e  Arrondissement;156
92033;Garches;78646;Versailles;116
92033;Garches;92012;Boulogne-Billancourt;436
92033;Garches;92026;Courbevoie;230
92033;Garches;92040;Issy-les-Moulineaux;144
92033;Garches;92044;Levallois-Perret;128
92033;Garches;92050;Nanterre;248
92033;Garches;92051;Neuilly-sur-Seine;129
92033;Garches;92062;Puteaux;255
92033;Garches;92063;Rueil-Malmaison;249
92033;Garches;92064;Saint-Cloud;307
92033;Garches;92073;Suresnes;174
92035;La Garenne-Colombes;75101;Paris 1er Arrondissement;192
92035;La Garenne-Colombes;75102;Paris 2e  Arrondissement;196
92035;La Garenne-Colombes;75107;Paris 7e  Arrondissement;184
92035;La Garenne-Colombes;75108;Paris 8e  Arrondissement;710
92035;La Garenne-Colombes;75109;Paris 9e  Arrondissement;388
92035;La Garenne-Colombes;75110;Paris 10e  Arrondissement;125
92035;La Garenne-Colombes;75112;Paris 12e  Arrondissement;190
92035;La Garenne-Colombes;75113;Paris 13e  Arrondissement;176
92035;La Garenne-Colombes;75114;Paris 14e  Arrondissement;131
92035;La Garenne-Colombes;75115;Paris 15e  Arrondissement;344
92035;La Garenne-Colombes;75116;Paris 16e  Arrondissement;354
92035;La Garenne-Colombes;75117;Paris 17e  Arrondissement;390
92035;La Garenne-Colombes;92004;Asnières-sur-Seine;190
92035;La Garenne-Colombes;92009;Bois-Colombes;215
92035;La Garenne-Colombes;92012;Boulogne-Billancourt;253
92035;La Garenne-Colombes;92024;Clichy;209
92035;La Garenne-Colombes;92025;Colombes;490
92035;La Garenne-Colombes;92026;Courbevoie;1185
92035;La Garenne-Colombes;92036;Gennevilliers;244
92035;La Garenne-Colombes;92040;Issy-les-Moulineaux;134
92035;La Garenne-Colombes;92044;Levallois-Perret;431
92035;La Garenne-Colombes;92050;Nanterre;845
92035;La Garenne-Colombes;92051;Neuilly-sur-Seine;438
92035;La Garenne-Colombes;92062;Puteaux;619
92035;La Garenne-Colombes;92063;Rueil-Malmaison;297
92035;La Garenne-Colombes;92073;Suresnes;190
92035;La Garenne-Colombes;93066;Saint-Denis;169
92035;La Garenne-Colombes;93070;Saint-Ouen;163
92035;La Garenne-Colombes;95018;Argenteuil;131
92035;La Garenne-Colombes;95527;Roissy-en-France;114
92036;Gennevilliers;75101;Paris 1er Arrondissement;103
92036;Gennevilliers;75107;Paris 7e  Arrondissement;164
92036;Gennevilliers;75108;Paris 8e  Arrondissement;422
92036;Gennevilliers;75109;Paris 9e  Arrondissement;274
92036;Gennevilliers;75110;Paris 10e  Arrondissement;158
92036;Gennevilliers;75111;Paris 11e  Arrondissement;132
92036;Gennevilliers;75112;Paris 12e  Arrondissement;222
92036;Gennevilliers;75113;Paris 13e  Arrondissement;539
92036;Gennevilliers;75114;Paris 14e  Arrondissement;145
92036;Gennevilliers;75115;Paris 15e  Arrondissement;347
92036;Gennevilliers;75116;Paris 16e  Arrondissement;290
92036;Gennevilliers;75117;Paris 17e  Arrondissement;315
92036;Gennevilliers;75118;Paris 18e  Arrondissement;277
92036;Gennevilliers;75119;Paris 19e  Arrondissement;166
92036;Gennevilliers;92004;Asnières-sur-Seine;839
92036;Gennevilliers;92009;Bois-Colombes;193
92036;Gennevilliers;92012;Boulogne-Billancourt;202
92036;Gennevilliers;92024;Clichy;428
92036;Gennevilliers;92025;Colombes;481
92036;Gennevilliers;92026;Courbevoie;376
92036;Gennevilliers;92044;Levallois-Perret;288
92036;Gennevilliers;92050;Nanterre;463
92036;Gennevilliers;92051;Neuilly-sur-Seine;157
92036;Gennevilliers;92062;Puteaux;204
92036;Gennevilliers;92078;Villeneuve-la-Garenne;318
92036;Gennevilliers;93066;Saint-Denis;262
92036;Gennevilliers;93070;Saint-Ouen;240
92036;Gennevilliers;95018;Argenteuil;179
92036;Gennevilliers;95527;Roissy-en-France;124
92040;Issy-les-Moulineaux;75101;Paris 1er Arrondissement;419
92040;Issy-les-Moulineaux;75102;Paris 2e  Arrondissement;518
92040;Issy-les-Moulineaux;75103;Paris 3e  Arrondissement;135
92040;Issy-les-Moulineaux;75104;Paris 4e  Arrondissement;178
92040;Issy-les-Moulineaux;75105;Paris 5e  Arrondissement;318
92040;Issy-les-Moulineaux;75106;Paris 6e  Arrondissement;375
92040;Issy-les-Moulineaux;75107;Paris 7e  Arrondissement;788
92040;Issy-les-Moulineaux;75108;Paris 8e  Arrondissement;1397
92040;Issy-les-Moulineaux;75109;Paris 9e  Arrondissement;700
92040;Issy-les-Moulineaux;75110;Paris 10e  Arrondissement;250
92040;Issy-les-Moulineaux;75111;Paris 11e  Arrondissement;218
92040;Issy-les-Moulineaux;75112;Paris 12e  Arrondissement;435
92040;Issy-les-Moulineaux;75113;Paris 13e  Arrondissement;702
92040;Issy-les-Moulineaux;75114;Paris 14e  Arrondissement;669
92040;Issy-les-Moulineaux;75115;Paris 15e  Arrondissement;2712
92040;Issy-les-Moulineaux;75116;Paris 16e  Arrondissement;950
92040;Issy-les-Moulineaux;75117;Paris 17e  Arrondissement;451
92040;Issy-les-Moulineaux;75118;Paris 18e  Arrondissement;236
92040;Issy-les-Moulineaux;75119;Paris 19e  Arrondissement;216
92040;Issy-les-Moulineaux;75120;Paris 20e  Arrondissement;253
92040;Issy-les-Moulineaux;77495;Vert-Saint-Denis;109
92040;Issy-les-Moulineaux;78208;Élancourt;117
92040;Issy-les-Moulineaux;78297;Guyancourt;272
92040;Issy-les-Moulineaux;78423;Montigny-le-Bretonneux;191
92040;Issy-les-Moulineaux;78640;Vélizy-Villacoublay;612
92040;Issy-les-Moulineaux;78646;Versailles;229
92040;Issy-les-Moulineaux;92007;Bagneux;176
92040;Issy-les-Moulineaux;92012;Boulogne-Billancourt;2077
92040;Issy-les-Moulineaux;92020;Châtillon;180
92040;Issy-les-Moulineaux;92023;Clamart;485
92040;Issy-les-Moulineaux;92024;Clichy;165
92040;Issy-les-Moulineaux;92025;Colombes;119
92040;Issy-les-Moulineaux;92026;Courbevoie;818
92040;Issy-les-Moulineaux;92036;Gennevilliers;120
92040;Issy-les-Moulineaux;92044;Levallois-Perret;370
92040;Issy-les-Moulineaux;92046;Malakoff;301
92040;Issy-les-Moulineaux;92048;Meudon;543
92040;Issy-les-Moulineaux;92049;Montrouge;416
92040;Issy-les-Moulineaux;92050;Nanterre;530
92040;Issy-les-Moulineaux;92051;Neuilly-sur-Seine;328
92040;Issy-les-Moulineaux;92060;Le Plessis-Robinson;154
92040;Issy-les-Moulineaux;92062;Puteaux;831
