CODGEO;LIBGEO;DCLT;L_DCLT;NBFLUX_C14_ACTOCC15P
75118;Paris 18e  Arrondissement;91228;Évry;115
75118;Paris 18e  Arrondissement;91377;Massy;134
75118;Paris 18e  Arrondissement;92004;Asnières-sur-Seine;341
75118;Paris 18e  Arrondissement;92009;Bois-Colombes;152
75118;Paris 18e  Arrondissement;92012;Boulogne-Billancourt;1435
75118;Paris 18e  Arrondissement;92020;Châtillon;149
75118;Paris 18e  Arrondissement;92023;Clamart;100
75118;Paris 18e  Arrondissement;92024;Clichy;948
75118;Paris 18e  Arrondissement;92025;Colombes;281
75118;Paris 18e  Arrondissement;92026;Courbevoie;1449
75118;Paris 18e  Arrondissement;92035;La Garenne-Colombes;128
75118;Paris 18e  Arrondissement;92036;Gennevilliers;752
75118;Paris 18e  Arrondissement;92040;Issy-les-Moulineaux;827
75118;Paris 18e  Arrondissement;92044;Levallois-Perret;1220
75118;Paris 18e  Arrondissement;92046;Malakoff;179
75118;Paris 18e  Arrondissement;92048;Meudon;142
75118;Paris 18e  Arrondissement;92049;Montrouge;300
75118;Paris 18e  Arrondissement;92050;Nanterre;860
75118;Paris 18e  Arrondissement;92051;Neuilly-sur-Seine;991
75118;Paris 18e  Arrondissement;92062;Puteaux;1405
75118;Paris 18e  Arrondissement;92063;Rueil-Malmaison;440
75118;Paris 18e  Arrondissement;92064;Saint-Cloud;192
75118;Paris 18e  Arrondissement;92073;Suresnes;396
75118;Paris 18e  Arrondissement;92078;Villeneuve-la-Garenne;142
75118;Paris 18e  Arrondissement;93001;Aubervilliers;638
75118;Paris 18e  Arrondissement;93005;Aulnay-sous-Bois;217
75118;Paris 18e  Arrondissement;93006;Bagnolet;164
75118;Paris 18e  Arrondissement;93007;Le Blanc-Mesnil;107
75118;Paris 18e  Arrondissement;93008;Bobigny;404
75118;Paris 18e  Arrondissement;93027;La Courneuve;124
75118;Paris 18e  Arrondissement;93048;Montreuil;757
75118;Paris 18e  Arrondissement;93051;Noisy-le-Grand;113
75118;Paris 18e  Arrondissement;93055;Pantin;526
75118;Paris 18e  Arrondissement;93066;Saint-Denis;2127
75118;Paris 18e  Arrondissement;93070;Saint-Ouen;1211
75118;Paris 18e  Arrondissement;93072;Stains;116
75118;Paris 18e  Arrondissement;93073;Tremblay-en-France;137
75118;Paris 18e  Arrondissement;93078;Villepinte;160
75118;Paris 18e  Arrondissement;93079;Villetaneuse;111
75118;Paris 18e  Arrondissement;94003;Arcueil;162
75118;Paris 18e  Arrondissement;94028;Créteil;233
75118;Paris 18e  Arrondissement;94033;Fontenay-sous-Bois;196
75118;Paris 18e  Arrondissement;94041;Ivry-sur-Seine;368
75118;Paris 18e  Arrondissement;94043;Le Kremlin-Bicêtre;105
75118;Paris 18e  Arrondissement;94054;Orly;136
75118;Paris 18e  Arrondissement;94065;Rungis;130
75118;Paris 18e  Arrondissement;94076;Villejuif;117
75118;Paris 18e  Arrondissement;94080;Vincennes;141
75118;Paris 18e  Arrondissement;94081;Vitry-sur-Seine;120
75118;Paris 18e  Arrondissement;95018;Argenteuil;170
75118;Paris 18e  Arrondissement;95127;Cergy;125
75118;Paris 18e  Arrondissement;95268;Garges-lès-Gonesse;105
75118;Paris 18e  Arrondissement;95277;Gonesse;128
75118;Paris 18e  Arrondissement;95527;Roissy-en-France;655
75118;Paris 18e  Arrondissement;95585;Sarcelles;137
75119;Paris 19e  Arrondissement;75101;Paris 1er Arrondissement;913
75119;Paris 19e  Arrondissement;75102;Paris 2e  Arrondissement;1036
75119;Paris 19e  Arrondissement;75103;Paris 3e  Arrondissement;591
75119;Paris 19e  Arrondissement;75104;Paris 4e  Arrondissement;690
75119;Paris 19e  Arrondissement;75105;Paris 5e  Arrondissement;892
75119;Paris 19e  Arrondissement;75106;Paris 6e  Arrondissement;526
75119;Paris 19e  Arrondissement;75107;Paris 7e  Arrondissement;846
75119;Paris 19e  Arrondissement;75108;Paris 8e  Arrondissement;1872
75119;Paris 19e  Arrondissement;75109;Paris 9e  Arrondissement;1718
75119;Paris 19e  Arrondissement;75110;Paris 10e  Arrondissement;2074
75119;Paris 19e  Arrondissement;75111;Paris 11e  Arrondissement;1490
75119;Paris 19e  Arrondissement;75112;Paris 12e  Arrondissement;1461
75119;Paris 19e  Arrondissement;75113;Paris 13e  Arrondissement;1338
75119;Paris 19e  Arrondissement;75114;Paris 14e  Arrondissement;773
75119;Paris 19e  Arrondissement;75115;Paris 15e  Arrondissement;1413
75119;Paris 19e  Arrondissement;75116;Paris 16e  Arrondissement;1108
75119;Paris 19e  Arrondissement;75117;Paris 17e  Arrondissement;1277
75119;Paris 19e  Arrondissement;75118;Paris 18e  Arrondissement;1401
75119;Paris 19e  Arrondissement;75120;Paris 20e  Arrondissement;1411
75119;Paris 19e  Arrondissement;78640;Vélizy-Villacoublay;102
75119;Paris 19e  Arrondissement;91228;Évry;103
75119;Paris 19e  Arrondissement;91377;Massy;148
75119;Paris 19e  Arrondissement;92002;Antony;109
75119;Paris 19e  Arrondissement;92004;Asnières-sur-Seine;113
75119;Paris 19e  Arrondissement;92009;Bois-Colombes;119
75119;Paris 19e  Arrondissement;92012;Boulogne-Billancourt;840
75119;Paris 19e  Arrondissement;92024;Clichy;424
75119;Paris 19e  Arrondissement;92025;Colombes;169
75119;Paris 19e  Arrondissement;92026;Courbevoie;1010
75119;Paris 19e  Arrondissement;92036;Gennevilliers;399
75119;Paris 19e  Arrondissement;92040;Issy-les-Moulineaux;470
75119;Paris 19e  Arrondissement;92044;Levallois-Perret;604
75119;Paris 19e  Arrondissement;92046;Malakoff;114
75119;Paris 19e  Arrondissement;92048;Meudon;105
75119;Paris 19e  Arrondissement;92049;Montrouge;215
75119;Paris 19e  Arrondissement;92050;Nanterre;666
75119;Paris 19e  Arrondissement;92051;Neuilly-sur-Seine;507
75119;Paris 19e  Arrondissement;92062;Puteaux;766
75119;Paris 19e  Arrondissement;92063;Rueil-Malmaison;308
75119;Paris 19e  Arrondissement;92073;Suresnes;195
75119;Paris 19e  Arrondissement;93001;Aubervilliers;1193
75119;Paris 19e  Arrondissement;93005;Aulnay-sous-Bois;281
75119;Paris 19e  Arrondissement;93006;Bagnolet;288
75119;Paris 19e  Arrondissement;93007;Le Blanc-Mesnil;118
75119;Paris 19e  Arrondissement;93008;Bobigny;699
75119;Paris 19e  Arrondissement;93010;Bondy;117
75119;Paris 19e  Arrondissement;93027;La Courneuve;301
75119;Paris 19e  Arrondissement;93029;Drancy;129
75119;Paris 19e  Arrondissement;93045;Les Lilas;127
75119;Paris 19e  Arrondissement;93048;Montreuil;903
75119;Paris 19e  Arrondissement;93051;Noisy-le-Grand;188
75119;Paris 19e  Arrondissement;93053;Noisy-le-Sec;164
75119;Paris 19e  Arrondissement;93055;Pantin;901
75119;Paris 19e  Arrondissement;93061;Le Pré-Saint-Gervais;175
75119;Paris 19e  Arrondissement;93063;Romainville;110
75119;Paris 19e  Arrondissement;93064;Rosny-sous-Bois;116
75119;Paris 19e  Arrondissement;93066;Saint-Denis;1331
75119;Paris 19e  Arrondissement;93070;Saint-Ouen;508
75119;Paris 19e  Arrondissement;93073;Tremblay-en-France;105
75119;Paris 19e  Arrondissement;94003;Arcueil;156
75119;Paris 19e  Arrondissement;94018;Charenton-le-Pont;159
75119;Paris 19e  Arrondissement;94028;Créteil;277
75119;Paris 19e  Arrondissement;94033;Fontenay-sous-Bois;170
75119;Paris 19e  Arrondissement;94041;Ivry-sur-Seine;281
75119;Paris 19e  Arrondissement;94043;Le Kremlin-Bicêtre;136
75119;Paris 19e  Arrondissement;94046;Maisons-Alfort;118
75119;Paris 19e  Arrondissement;94065;Rungis;112
75119;Paris 19e  Arrondissement;94067;Saint-Mandé;112
75119;Paris 19e  Arrondissement;94076;Villejuif;149
75119;Paris 19e  Arrondissement;94080;Vincennes;181
75119;Paris 19e  Arrondissement;94081;Vitry-sur-Seine;163
75119;Paris 19e  Arrondissement;95018;Argenteuil;117
75119;Paris 19e  Arrondissement;95527;Roissy-en-France;642
75120;Paris 20e  Arrondissement;75101;Paris 1er Arrondissement;1019
75120;Paris 20e  Arrondissement;75102;Paris 2e  Arrondissement;1237
75120;Paris 20e  Arrondissement;75103;Paris 3e  Arrondissement;689
75120;Paris 20e  Arrondissement;75104;Paris 4e  Arrondissement;856
75120;Paris 20e  Arrondissement;75105;Paris 5e  Arrondissement;913
75120;Paris 20e  Arrondissement;75106;Paris 6e  Arrondissement;653
75120;Paris 20e  Arrondissement;75107;Paris 7e  Arrondissement;1018
75120;Paris 20e  Arrondissement;75108;Paris 8e  Arrondissement;2224
75120;Paris 20e  Arrondissement;75109;Paris 9e  Arrondissement;1785
75120;Paris 20e  Arrondissement;75110;Paris 10e  Arrondissement;1553
75120;Paris 20e  Arrondissement;75111;Paris 11e  Arrondissement;1955
75120;Paris 20e  Arrondissement;75112;Paris 12e  Arrondissement;2314
75120;Paris 20e  Arrondissement;75113;Paris 13e  Arrondissement;1924
75120;Paris 20e  Arrondissement;75114;Paris 14e  Arrondissement;1121
75120;Paris 20e  Arrondissement;75115;Paris 15e  Arrondissement;1767
75120;Paris 20e  Arrondissement;75116;Paris 16e  Arrondissement;1177
75120;Paris 20e  Arrondissement;75117;Paris 17e  Arrondissement;1257
75120;Paris 20e  Arrondissement;75118;Paris 18e  Arrondissement;1032
75120;Paris 20e  Arrondissement;75119;Paris 19e  Arrondissement;1791
75120;Paris 20e  Arrondissement;77083;Champs-sur-Marne;128
75120;Paris 20e  Arrondissement;78640;Vélizy-Villacoublay;144
75120;Paris 20e  Arrondissement;78646;Versailles;136
75120;Paris 20e  Arrondissement;91228;Évry;116
75120;Paris 20e  Arrondissement;91377;Massy;113
75120;Paris 20e  Arrondissement;92002;Antony;148
75120;Paris 20e  Arrondissement;92004;Asnières-sur-Seine;178
75120;Paris 20e  Arrondissement;92012;Boulogne-Billancourt;918
75120;Paris 20e  Arrondissement;92020;Châtillon;131
75120;Paris 20e  Arrondissement;92024;Clichy;430
75120;Paris 20e  Arrondissement;92025;Colombes;156
75120;Paris 20e  Arrondissement;92026;Courbevoie;1052
75120;Paris 20e  Arrondissement;92036;Gennevilliers;371
75120;Paris 20e  Arrondissement;92040;Issy-les-Moulineaux;698
75120;Paris 20e  Arrondissement;92044;Levallois-Perret;779
75120;Paris 20e  Arrondissement;92046;Malakoff;151
75120;Paris 20e  Arrondissement;92048;Meudon;104
75120;Paris 20e  Arrondissement;92049;Montrouge;297
75120;Paris 20e  Arrondissement;92050;Nanterre;909
75120;Paris 20e  Arrondissement;92051;Neuilly-sur-Seine;474
75120;Paris 20e  Arrondissement;92062;Puteaux;1016
75120;Paris 20e  Arrondissement;92063;Rueil-Malmaison;301
75120;Paris 20e  Arrondissement;92064;Saint-Cloud;122
75120;Paris 20e  Arrondissement;92073;Suresnes;229
75120;Paris 20e  Arrondissement;92075;Vanves;105
75120;Paris 20e  Arrondissement;93001;Aubervilliers;495
75120;Paris 20e  Arrondissement;93005;Aulnay-sous-Bois;133
75120;Paris 20e  Arrondissement;93006;Bagnolet;563
75120;Paris 20e  Arrondissement;93008;Bobigny;516
75120;Paris 20e  Arrondissement;93010;Bondy;108
75120;Paris 20e  Arrondissement;93027;La Courneuve;171
75120;Paris 20e  Arrondissement;93045;Les Lilas;224
75120;Paris 20e  Arrondissement;93048;Montreuil;1498
75120;Paris 20e  Arrondissement;93051;Noisy-le-Grand;315
75120;Paris 20e  Arrondissement;93053;Noisy-le-Sec;114
75120;Paris 20e  Arrondissement;93055;Pantin;599
75120;Paris 20e  Arrondissement;93061;Le Pré-Saint-Gervais;120
75120;Paris 20e  Arrondissement;93063;Romainville;168
75120;Paris 20e  Arrondissement;93064;Rosny-sous-Bois;157
75120;Paris 20e  Arrondissement;93066;Saint-Denis;1183
75120;Paris 20e  Arrondissement;93070;Saint-Ouen;541
75120;Paris 20e  Arrondissement;93073;Tremblay-en-France;116
75120;Paris 20e  Arrondissement;93078;Villepinte;112
75120;Paris 20e  Arrondissement;94003;Arcueil;244
75120;Paris 20e  Arrondissement;94015;Bry-sur-Marne;133
75120;Paris 20e  Arrondissement;94018;Charenton-le-Pont;236
75120;Paris 20e  Arrondissement;94028;Créteil;442
75120;Paris 20e  Arrondissement;94033;Fontenay-sous-Bois;425
75120;Paris 20e  Arrondissement;94037;Gentilly;113
75120;Paris 20e  Arrondissement;94041;Ivry-sur-Seine;413
75120;Paris 20e  Arrondissement;94043;Le Kremlin-Bicêtre;129
75120;Paris 20e  Arrondissement;94046;Maisons-Alfort;171
75120;Paris 20e  Arrondissement;94054;Orly;165
75120;Paris 20e  Arrondissement;94065;Rungis;206
75120;Paris 20e  Arrondissement;94067;Saint-Mandé;248
75120;Paris 20e  Arrondissement;94068;Saint-Maur-des-Fossés;103
75120;Paris 20e  Arrondissement;94076;Villejuif;165
75120;Paris 20e  Arrondissement;94080;Vincennes;460
75120;Paris 20e  Arrondissement;94081;Vitry-sur-Seine;177
75120;Paris 20e  Arrondissement;95527;Roissy-en-France;672
92002;Antony;75101;Paris 1er Arrondissement;246
92002;Antony;75102;Paris 2e  Arrondissement;231
92002;Antony;75104;Paris 4e  Arrondissement;159
92002;Antony;75105;Paris 5e  Arrondissement;334
92002;Antony;75106;Paris 6e  Arrondissement;238
92002;Antony;75107;Paris 7e  Arrondissement;301
92002;Antony;75108;Paris 8e  Arrondissement;610
92002;Antony;75109;Paris 9e  Arrondissement;383
92002;Antony;75110;Paris 10e  Arrondissement;236
92002;Antony;75111;Paris 11e  Arrondissement;218
92002;Antony;75112;Paris 12e  Arrondissement;369
92002;Antony;75113;Paris 13e  Arrondissement;566
92002;Antony;75114;Paris 14e  Arrondissement;643
92002;Antony;75115;Paris 15e  Arrondissement;811
92002;Antony;75116;Paris 16e  Arrondissement;395
92002;Antony;75117;Paris 17e  Arrondissement;235
92002;Antony;75118;Paris 18e  Arrondissement;127
92002;Antony;75119;Paris 19e  Arrondissement;178
92002;Antony;75120;Paris 20e  Arrondissement;142
92002;Antony;78208;Élancourt;117
92002;Antony;78297;Guyancourt;228
92002;Antony;78423;Montigny-le-Bretonneux;133
92002;Antony;78640;Vélizy-Villacoublay;455
92002;Antony;78646;Versailles;171
92002;Antony;91161;Chilly-Mazarin;159
92002;Antony;91228;Évry;114
92002;Antony;91272;Gif-sur-Yvette;164
92002;Antony;91345;Longjumeau;108
92002;Antony;91377;Massy;876
92002;Antony;91471;Orsay;242
92002;Antony;91477;Palaiseau;259
92002;Antony;91645;Verrières-le-Buisson;260
92002;Antony;91661;Villebon-sur-Yvette;103
92002;Antony;91689;Wissous;191
92002;Antony;91692;Les Ulis;273
92002;Antony;92007;Bagneux;247
92002;Antony;92012;Boulogne-Billancourt;358
92002;Antony;92014;Bourg-la-Reine;329
92002;Antony;92019;Châtenay-Malabry;436
92002;Antony;92020;Châtillon;206
92002;Antony;92023;Clamart;308
92002;Antony;92024;Clichy;114
92002;Antony;92026;Courbevoie;322
92002;Antony;92032;Fontenay-aux-Roses;289
92002;Antony;92040;Issy-les-Moulineaux;309
92002;Antony;92044;Levallois-Perret;139
92002;Antony;92046;Malakoff;128
92002;Antony;92048;Meudon;203
92002;Antony;92049;Montrouge;336
92002;Antony;92050;Nanterre;260
92002;Antony;92051;Neuilly-sur-Seine;134
92002;Antony;92060;Le Plessis-Robinson;327
92002;Antony;92062;Puteaux;269
92002;Antony;92063;Rueil-Malmaison;131
92002;Antony;92071;Sceaux;282
92002;Antony;92073;Suresnes;112
92002;Antony;93066;Saint-Denis;224
92002;Antony;94003;Arcueil;280
92002;Antony;94016;Cachan;138
92002;Antony;94021;Chevilly-Larue;127
92002;Antony;94028;Créteil;165
92002;Antony;94034;Fresnes;210
92002;Antony;94037;Gentilly;127
92002;Antony;94041;Ivry-sur-Seine;180
92002;Antony;94043;Le Kremlin-Bicêtre;121
92002;Antony;94054;Orly;194
92002;Antony;94065;Rungis;470
92002;Antony;94076;Villejuif;213
92002;Antony;94081;Vitry-sur-Seine;153
92004;Asnières-sur-Seine;75101;Paris 1er Arrondissement;594
92004;Asnières-sur-Seine;75102;Paris 2e  Arrondissement;555
92004;Asnières-sur-Seine;75103;Paris 3e  Arrondissement;177
92004;Asnières-sur-Seine;75104;Paris 4e  Arrondissement;217
92004;Asnières-sur-Seine;75105;Paris 5e  Arrondissement;275
92004;Asnières-sur-Seine;75106;Paris 6e  Arrondissement;375
92004;Asnières-sur-Seine;75107;Paris 7e  Arrondissement;476
92004;Asnières-sur-Seine;75108;Paris 8e  Arrondissement;2280
92004;Asnières-sur-Seine;75109;Paris 9e  Arrondissement;1347
92004;Asnières-sur-Seine;75110;Paris 10e  Arrondissement;564
92004;Asnières-sur-Seine;75111;Paris 11e  Arrondissement;334
92004;Asnières-sur-Seine;75112;Paris 12e  Arrondissement;561
92004;Asnières-sur-Seine;75113;Paris 13e  Arrondissement;518
92004;Asnières-sur-Seine;75114;Paris 14e  Arrondissement;394
92004;Asnières-sur-Seine;75115;Paris 15e  Arrondissement;907
92004;Asnières-sur-Seine;75116;Paris 16e  Arrondissement;860
92004;Asnières-sur-Seine;75117;Paris 17e  Arrondissement;1432
92004;Asnières-sur-Seine;75118;Paris 18e  Arrondissement;639
92004;Asnières-sur-Seine;75119;Paris 19e  Arrondissement;480
92004;Asnières-sur-Seine;75120;Paris 20e  Arrondissement;279
92004;Asnières-sur-Seine;78297;Guyancourt;117
92004;Asnières-sur-Seine;78640;Vélizy-Villacoublay;178
92004;Asnières-sur-Seine;92009;Bois-Colombes;518
92004;Asnières-sur-Seine;92012;Boulogne-Billancourt;761
92004;Asnières-sur-Seine;92024;Clichy;1104
92004;Asnières-sur-Seine;92025;Colombes;866
92004;Asnières-sur-Seine;92026;Courbevoie;1775
92004;Asnières-sur-Seine;92035;La Garenne-Colombes;242
92004;Asnières-sur-Seine;92036;Gennevilliers;1243
92004;Asnières-sur-Seine;92040;Issy-les-Moulineaux;489
92004;Asnières-sur-Seine;92044;Levallois-Perret;1672
92004;Asnières-sur-Seine;92046;Malakoff;116
92004;Asnières-sur-Seine;92049;Montrouge;149
92004;Asnières-sur-Seine;92050;Nanterre;1116
92004;Asnières-sur-Seine;92051;Neuilly-sur-Seine;724
92004;Asnières-sur-Seine;92062;Puteaux;1202
92004;Asnières-sur-Seine;92063;Rueil-Malmaison;390
92004;Asnières-sur-Seine;92064;Saint-Cloud;169
92004;Asnières-sur-Seine;92073;Suresnes;411
92004;Asnières-sur-Seine;92078;Villeneuve-la-Garenne;254
92004;Asnières-sur-Seine;93001;Aubervilliers;155
92004;Asnières-sur-Seine;93048;Montreuil;173
92004;Asnières-sur-Seine;93055;Pantin;165
92004;Asnières-sur-Seine;93066;Saint-Denis;767
92004;Asnières-sur-Seine;93070;Saint-Ouen;572
92004;Asnières-sur-Seine;94041;Ivry-sur-Seine;103
92004;Asnières-sur-Seine;95018;Argenteuil;374
92004;Asnières-sur-Seine;95063;Bezons;113
92004;Asnières-sur-Seine;95127;Cergy;101
92004;Asnières-sur-Seine;95527;Roissy-en-France;290
92004;Asnières-sur-Seine;95572;Saint-Ouen-l'Aumône;109
92007;Bagneux;75101;Paris 1er Arrondissement;117
92007;Bagneux;75102;Paris 2e  Arrondissement;121
92007;Bagneux;75104;Paris 4e  Arrondissement;109
92007;Bagneux;75105;Paris 5e  Arrondissement;178
92007;Bagneux;75106;Paris 6e  Arrondissement;170
92007;Bagneux;75107;Paris 7e  Arrondissement;261
92007;Bagneux;75108;Paris 8e  Arrondissement;355
92007;Bagneux;75109;Paris 9e  Arrondissement;217
92007;Bagneux;75110;Paris 10e  Arrondissement;135
92007;Bagneux;75111;Paris 11e  Arrondissement;101
92007;Bagneux;75112;Paris 12e  Arrondissement;273
92007;Bagneux;75113;Paris 13e  Arrondissement;390
92007;Bagneux;75114;Paris 14e  Arrondissement;677
92007;Bagneux;75115;Paris 15e  Arrondissement;715
92007;Bagneux;75116;Paris 16e  Arrondissement;299
92007;Bagneux;75117;Paris 17e  Arrondissement;173
92007;Bagneux;75119;Paris 19e  Arrondissement;118
92007;Bagneux;78640;Vélizy-Villacoublay;204
92007;Bagneux;91377;Massy;190
92007;Bagneux;92002;Antony;249
92007;Bagneux;92012;Boulogne-Billancourt;317
92007;Bagneux;92014;Bourg-la-Reine;196
92007;Bagneux;92019;Châtenay-Malabry;116
92007;Bagneux;92020;Châtillon;340
92007;Bagneux;92023;Clamart;248
92007;Bagneux;92026;Courbevoie;119
92007;Bagneux;92032;Fontenay-aux-Roses;238
92007;Bagneux;92036;Gennevilliers;101
92007;Bagneux;92040;Issy-les-Moulineaux;315
92007;Bagneux;92046;Malakoff;252
92007;Bagneux;92048;Meudon;132
92007;Bagneux;92049;Montrouge;629
92007;Bagneux;92050;Nanterre;129
92007;Bagneux;92060;Le Plessis-Robinson;184
92007;Bagneux;92071;Sceaux;214
92007;Bagneux;93066;Saint-Denis;149
92007;Bagneux;94003;Arcueil;390
92007;Bagneux;94016;Cachan;182
92007;Bagneux;94054;Orly;101
92007;Bagneux;94065;Rungis;128
92007;Bagneux;94076;Villejuif;195
92009;Bois-Colombes;75101;Paris 1er Arrondissement;159
92009;Bois-Colombes;75102;Paris 2e  Arrondissement;174
92009;Bois-Colombes;75108;Paris 8e  Arrondissement;656
92009;Bois-Colombes;75109;Paris 9e  Arrondissement;469
92009;Bois-Colombes;75110;Paris 10e  Arrondissement;137
92009;Bois-Colombes;75111;Paris 11e  Arrondissement;141
92009;Bois-Colombes;75112;Paris 12e  Arrondissement;167
92009;Bois-Colombes;75113;Paris 13e  Arrondissement;235
92009;Bois-Colombes;75114;Paris 14e  Arrondissement;119
92009;Bois-Colombes;75115;Paris 15e  Arrondissement;272
92009;Bois-Colombes;75116;Paris 16e  Arrondissement;341
92009;Bois-Colombes;75117;Paris 17e  Arrondissement;334
92009;Bois-Colombes;75118;Paris 18e  Arrondissement;144
92009;Bois-Colombes;75119;Paris 19e  Arrondissement;134
92009;Bois-Colombes;92004;Asnières-sur-Seine;473
92009;Bois-Colombes;92012;Boulogne-Billancourt;249
92009;Bois-Colombes;92024;Clichy;244
92009;Bois-Colombes;92025;Colombes;389
92009;Bois-Colombes;92026;Courbevoie;766
92009;Bois-Colombes;92035;La Garenne-Colombes;176
92009;Bois-Colombes;92036;Gennevilliers;346
92009;Bois-Colombes;92040;Issy-les-Moulineaux;107
92009;Bois-Colombes;92044;Levallois-Perret;526
92009;Bois-Colombes;92050;Nanterre;482
92009;Bois-Colombes;92051;Neuilly-sur-Seine;254
92009;Bois-Colombes;92062;Puteaux;438
92009;Bois-Colombes;92063;Rueil-Malmaison;133
92009;Bois-Colombes;92073;Suresnes;156
92009;Bois-Colombes;93066;Saint-Denis;211
92009;Bois-Colombes;93070;Saint-Ouen;139
92009;Bois-Colombes;95018;Argenteuil;113
92012;Boulogne-Billancourt;75101;Paris 1er Arrondissement;771
92012;Boulogne-Billancourt;75102;Paris 2e  Arrondissement;818
92012;Boulogne-Billancourt;75103;Paris 3e  Arrondissement;229
92012;Boulogne-Billancourt;75104;Paris 4e  Arrondissement;304
92012;Boulogne-Billancourt;75105;Paris 5e  Arrondissement;469
92012;Boulogne-Billancourt;75106;Paris 6e  Arrondissement;555
92012;Boulogne-Billancourt;75107;Paris 7e  Arrondissement;1025
92012;Boulogne-Billancourt;75108;Paris 8e  Arrondissement;3099
92012;Boulogne-Billancourt;75109;Paris 9e  Arrondissement;1277
92012;Boulogne-Billancourt;75110;Paris 10e  Arrondissement;528
92012;Boulogne-Billancourt;75111;Paris 11e  Arrondissement;482
92012;Boulogne-Billancourt;75112;Paris 12e  Arrondissement;640
92012;Boulogne-Billancourt;75113;Paris 13e  Arrondissement;729
92012;Boulogne-Billancourt;75114;Paris 14e  Arrondissement;747
92012;Boulogne-Billancourt;75115;Paris 15e  Arrondissement;2467
92012;Boulogne-Billancourt;75116;Paris 16e  Arrondissement;3263
92012;Boulogne-Billancourt;75117;Paris 17e  Arrondissement;1127
92012;Boulogne-Billancourt;75118;Paris 18e  Arrondissement;379
92012;Boulogne-Billancourt;75119;Paris 19e  Arrondissement;344
92012;Boulogne-Billancourt;75120;Paris 20e  Arrondissement;188
92012;Boulogne-Billancourt;78208;Élancourt;152
92012;Boulogne-Billancourt;78297;Guyancourt;617
92012;Boulogne-Billancourt;78423;Montigny-le-Bretonneux;177
92012;Boulogne-Billancourt;78621;Trappes;104
92012;Boulogne-Billancourt;78640;Vélizy-Villacoublay;870
92012;Boulogne-Billancourt;78646;Versailles;239
92012;Boulogne-Billancourt;91377;Massy;165
92012;Boulogne-Billancourt;91692;Les Ulis;101
92012;Boulogne-Billancourt;92002;Antony;130
92012;Boulogne-Billancourt;92004;Asnières-sur-Seine;163
92012;Boulogne-Billancourt;92007;Bagneux;120
92012;Boulogne-Billancourt;92020;Châtillon;187
92012;Boulogne-Billancourt;92023;Clamart;241
92012;Boulogne-Billancourt;92024;Clichy;319
92012;Boulogne-Billancourt;92025;Colombes;208
92012;Boulogne-Billancourt;92026;Courbevoie;1430
92012;Boulogne-Billancourt;92033;Garches;119
92012;Boulogne-Billancourt;92036;Gennevilliers;210
92012;Boulogne-Billancourt;92040;Issy-les-Moulineaux;1810
92012;Boulogne-Billancourt;92044;Levallois-Perret;791
92012;Boulogne-Billancourt;92046;Malakoff;213
92012;Boulogne-Billancourt;92048;Meudon;489
92012;Boulogne-Billancourt;92049;Montrouge;298
92012;Boulogne-Billancourt;92050;Nanterre;767
92012;Boulogne-Billancourt;92051;Neuilly-sur-Seine;928
92012;Boulogne-Billancourt;92060;Le Plessis-Robinson;217
92012;Boulogne-Billancourt;92062;Puteaux;1124
92012;Boulogne-Billancourt;92063;Rueil-Malmaison;446
92012;Boulogne-Billancourt;92064;Saint-Cloud;561
92012;Boulogne-Billancourt;92072;Sèvres;436
92012;Boulogne-Billancourt;92073;Suresnes;594
92012;Boulogne-Billancourt;93048;Montreuil;220
92012;Boulogne-Billancourt;93066;Saint-Denis;440
92012;Boulogne-Billancourt;93070;Saint-Ouen;354
92012;Boulogne-Billancourt;94003;Arcueil;115
92012;Boulogne-Billancourt;94041;Ivry-sur-Seine;127
92012;Boulogne-Billancourt;94065;Rungis;117
92012;Boulogne-Billancourt;95527;Roissy-en-France;175
92014;Bourg-la-Reine;75102;Paris 2e  Arrondissement;113
92014;Bourg-la-Reine;75105;Paris 5e  Arrondissement;167
92014;Bourg-la-Reine;75106;Paris 6e  Arrondissement;123
92014;Bourg-la-Reine;75108;Paris 8e  Arrondissement;227
92014;Bourg-la-Reine;75109;Paris 9e  Arrondissement;187
92014;Bourg-la-Reine;75110;Paris 10e  Arrondissement;110
92014;Bourg-la-Reine;75112;Paris 12e  Arrondissement;159
92014;Bourg-la-Reine;75113;Paris 13e  Arrondissement;221
92014;Bourg-la-Reine;75114;Paris 14e  Arrondissement;247
92014;Bourg-la-Reine;75115;Paris 15e  Arrondissement;294
92014;Bourg-la-Reine;75116;Paris 16e  Arrondissement;152
92014;Bourg-la-Reine;91377;Massy;108
92014;Bourg-la-Reine;92002;Antony;289
92014;Bourg-la-Reine;92007;Bagneux;126
92014;Bourg-la-Reine;92012;Boulogne-Billancourt;156
92014;Bourg-la-Reine;92019;Châtenay-Malabry;110
92014;Bourg-la-Reine;92023;Clamart;110
92014;Bourg-la-Reine;92026;Courbevoie;128
92014;Bourg-la-Reine;92032;Fontenay-aux-Roses;141
92014;Bourg-la-Reine;92040;Issy-les-Moulineaux;114
92014;Bourg-la-Reine;92049;Montrouge;140
92014;Bourg-la-Reine;92050;Nanterre;121
92014;Bourg-la-Reine;92062;Puteaux;120
92014;Bourg-la-Reine;92071;Sceaux;179
92014;Bourg-la-Reine;94003;Arcueil;110
92014;Bourg-la-Reine;94016;Cachan;106
